0	6	1.4	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4	2	0	0	0	9.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5	0	0	0	0	8.2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	8	0	0	0	7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9.9	8.2	7	0	0	0	14	16.9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	20	0	0	0	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0
0	0	0	0	0	14	18	16	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	16.9	0	0	9	0	16	0	0	0	0	6.5	0	8	0	0	0	0	0	0	0	0	0	0
0	0	0	0	16	18	0	0	0	16	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	20	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4.3	0	0	0	0	0	0	0	0	3.5	0	0	0
0	0	0	0	0	0	0	0	0	6.5	0	0	5	0	4.3	0	9	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	11	0	12	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0	12	0	4.3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4.3	0	7	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1.7	0	0	15.2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	1.5	15.3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3	0	0	0	2.8	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	0	2	0	0	0	15.2	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	1	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	4	0
